"","chrom","end","top1","top2","top3","top1_add","top2_add","top3_add"
"1","scaffold-ma1",0,NA,NA,NA,NA,NA,NA
"2","scaffold-ma1",500000,NA,NA,NA,NA,NA,NA
"3","scaffold-ma1",1000000,NA,NA,NA,NA,NA,NA
"4","scaffold-ma1",1500000,0.325443966952839,0.00859159429479431,0.665964438752367,0.325443966952839,0.334035561247633,1
"5","scaffold-ma1",2000000,0.394018967102455,0.0611029311840823,0.544878101713463,0.394018967102455,0.455121898286538,1
"6","scaffold-ma1",2500000,0.451299265333507,0.0966677279938405,0.452033006672653,0.451299265333507,0.547966993327347,1
"7","scaffold-ma1",3000000,0.499525213627985,0.116318148645133,0.384156637726882,0.499525213627985,0.615843362273118,1
"8","scaffold-ma1",3500000,0.54093716396788,0.121086357059022,0.337976478973098,0.54093716396788,0.662023521026902,1
"9","scaffold-ma1",4000000,0.577775468335183,0.112004517156573,0.310220014508244,0.577775468335183,0.689779985491756,1
"10","scaffold-ma1",4500000,0.616453271307117,0.0897000556714949,0.293846673021388,0.616453271307117,0.706153326978612,1
"11","scaffold-ma1",5000000,0.80712507972954,0.0277001228646584,0.165174797405802,0.80712507972954,0.834825202594198,1
"12","scaffold-ma1",5500000,0.855946703534353,0.0309300471838141,0.113123249281833,0.855946703534353,0.886876750718167,1
"13","scaffold-ma1",6000000,0.748374029878678,0.0583852486728263,0.193240721448496,0.748374029878678,0.806759278551504,1
"14","scaffold-ma1",6500000,0.652955594700838,0.0454160061594721,0.30162839913969,0.652955594700838,0.69837160086031,1
"15","scaffold-ma1",7000000,0.627902189366651,0.028722601484318,0.34337520914903,0.627902189366651,0.656624790850969,1
"16","scaffold-ma1",7500000,0.463052166211056,0.322722676817397,0.214225156971547,0.463052166211056,0.785774843028453,1
"17","scaffold-ma1",8000000,0.387895149520618,0.58843654617023,0.0236683043091523,0.387895149520618,0.976331695690848,1
"18","scaffold-ma1",8500000,0.528351285738628,0.191799617845759,0.279849096415613,0.528351285738628,0.720150903584387,1
"19","scaffold-ma1",9000000,0.56225515325394,0.198432665400469,0.239312181345591,0.56225515325394,0.760687818654409,1
"20","scaffold-ma1",9500000,0.509190354581015,0.219244634733888,0.271565010685097,0.509190354581015,0.728434989314903,1
"21","scaffold-ma1",10000000,0.89040332101613,0.0624816056769433,0.0471150733069271,0.89040332101613,0.952884926693073,1
"22","scaffold-ma1",10500000,0.506920880107425,0.493079119892575,0,0.506920880107425,1,1
"23","scaffold-ma1",11000000,0.546961288764844,0.442867970728604,0.0101707405065517,0.546961288764844,0.989829259493448,1
"24","scaffold-ma1",11500000,0.688944151133213,0.132871200536134,0.178184648330653,0.688944151133213,0.821815351669347,1
"25","scaffold-ma1",12000000,0.519657002743276,0.0813660076570984,0.398976989599626,0.519657002743276,0.601023010400374,1
"26","scaffold-ma1",12500000,0.413965047361702,0.134339286929002,0.451695665709295,0.413965047361702,0.548304334290705,1
"27","scaffold-ma1",13000000,0.595224353199757,0.173780062130706,0.230995584669537,0.595224353199757,0.769004415330463,1
"28","scaffold-ma1",13500000,0.482216920310431,0.212121593892864,0.305661485796706,0.482216920310431,0.694338514203294,1
"29","scaffold-ma1",14000000,0.522272922062442,0.194025262518982,0.283701815418575,0.522272922062442,0.716298184581425,1
"30","scaffold-ma1",14500000,0.567148597017145,0.264931165786478,0.167920237196377,0.567148597017145,0.832079762803623,1
"31","scaffold-ma1",15000000,0.527102487454446,0.330930151354072,0.141967361191482,0.527102487454446,0.858032638808518,1
"32","scaffold-ma1",15500000,0.854408421543454,0.142112195614109,0.00347938284243752,0.854408421543454,0.996520617157563,1
"33","scaffold-ma1",16000000,0.627262600829114,0.157926961699288,0.214810437471598,0.627262600829114,0.785189562528402,1
"34","scaffold-ma1",16500000,0.378291029824705,0.235220616818422,0.386488353356872,0.378291029824705,0.613511646643128,1
"35","scaffold-ma1",17000000,0.438256871677756,0.083888574120713,0.477854554201531,0.438256871677756,0.522145445798469,1
"36","scaffold-ma1",17500000,0.428503688595767,0.313846156198215,0.257650155206018,0.428503688595767,0.742349844793982,1
"37","scaffold-ma1",18000000,0.699791306502553,0.0776671674766219,0.222541526020825,0.699791306502553,0.777458473979175,1
"38","scaffold-ma1",18500000,0.633985799723141,0.145832122806966,0.220182077469893,0.633985799723141,0.779817922530107,1
"39","scaffold-ma1",19000000,0.871903167614193,0.100791757209102,0.0273050751767048,0.871903167614193,0.972694924823295,1
"40","scaffold-ma1",19500000,0.810340294072061,0.0578957045075,0.131764001420439,0.810340294072061,0.868235998579561,1
"41","scaffold-ma1",20000000,0.826795362815721,0.0799833134117216,0.0932213237725575,0.826795362815721,0.906778676227443,1
"42","scaffold-ma1",20500000,0.866458485611802,0.0474457966561478,0.0860957177320501,0.866458485611802,0.91390428226795,1
"43","scaffold-ma1",21000000,0.894657162987779,0.0878911975720727,0.0174516394401486,0.894657162987779,0.982548360559852,1
"44","scaffold-ma1",21500000,0.709984320134675,0.120370796579041,0.169644883286284,0.709984320134675,0.830355116713716,1
"45","scaffold-ma1",22000000,0.795435754290536,0.00974162832883311,0.194822617380631,0.795435754290536,0.805177382619369,1
"46","scaffold-ma1",22500000,0.927905711481342,0.0720942885186582,0,0.927905711481342,1,1
"47","scaffold-ma1",23000000,0.559312026654586,0.00627992790213231,0.434408045443282,0.559312026654586,0.565591954556718,1
"48","scaffold-ma1",23500000,0.662537284235399,0.108832709191283,0.228630006573317,0.662537284235399,0.771369993426683,1
"49","scaffold-ma1",24000000,0.743625124776737,0.168103364869598,0.0882715103536646,0.743625124776737,0.911728489646335,1
"50","scaffold-ma1",24500000,0.963391717406829,0,0.0366082825931709,0.963391717406829,0.963391717406829,1
"51","scaffold-ma1",25000000,0.675329280889275,0.224680866921428,0.0999898521892967,0.675329280889275,0.900010147810703,1
"52","scaffold-ma1",25500000,0.803687584263964,0.0337618349917131,0.162550580744323,0.803687584263964,0.837449419255677,1
"53","scaffold-ma1",26000000,0.435517695113518,0.161859978948323,0.402622325938159,0.435517695113518,0.597377674061841,1
"54","scaffold-ma1",26500000,0.688843530482848,0.153073842797145,0.158082626720007,0.688843530482848,0.841917373279993,1
"55","scaffold-ma1",27000000,0.853694928206016,0.0708478189350212,0.0754572528589632,0.853694928206016,0.924542747141037,1
"56","scaffold-ma1",27500000,0.875238152133488,0.0150416067813609,0.109720241085151,0.875238152133488,0.890279758914849,1
"57","scaffold-ma1",28000000,0.937746959828428,0.000683569291700711,0.0615694708798708,0.937746959828428,0.938430529120129,1
"58","scaffold-ma1",28500000,0.512685282850814,0.256039578784921,0.231275138364264,0.512685282850814,0.768724861635736,1
"59","scaffold-ma1",29000000,0.567677436426974,0.2874387240619,0.144883839511126,0.567677436426974,0.855116160488874,1
"60","scaffold-ma1",29500000,0.435749360697933,0.234161048452464,0.330089590849603,0.435749360697933,0.669910409150397,1
"61","scaffold-ma1",30000000,0.590888186072978,0.219678030637372,0.18943378328965,0.590888186072978,0.81056621671035,1
"62","scaffold-ma1",30500000,0.541640737311947,0.160974591895203,0.29738467079285,0.541640737311947,0.70261532920715,1
"63","scaffold-ma1",31000000,0.522256894502955,0.477743105497045,0,0.522256894502955,1,1
"64","scaffold-ma1",31500000,0.978466033107015,0.00605414840711599,0.0154798184858687,0.978466033107015,0.984520181514131,1
"65","scaffold-ma1",32000000,0.530835428836602,0.322474079382513,0.146690491780885,0.530835428836602,0.853309508219115,1
"66","scaffold-ma1",32500000,0.574203789026499,0.259205797697159,0.166590413276342,0.574203789026499,0.833409586723659,1
"67","scaffold-ma1",33000000,0.778305120868193,0.153587822839097,0.0681070562927101,0.778305120868193,0.93189294370729,1
"68","scaffold-ma1",33500000,0.612503263804087,0.036835475284667,0.350661260911245,0.612503263804087,0.649338739088755,1
"69","scaffold-ma1",34000000,0.837924147763046,0.0625151410404803,0.099560711196474,0.837924147763046,0.900439288803526,1
"70","scaffold-ma1",34500000,0.528745830896402,0.153955408609423,0.317298760494175,0.528745830896402,0.682701239505825,1
"71","scaffold-ma1",35000000,0.538335316811595,0.307138175650061,0.154526507538344,0.538335316811595,0.845473492461656,1
"72","scaffold-ma1",35500000,0.66354658151871,0.072420680151629,0.264032738329661,0.66354658151871,0.735967261670339,1
"73","scaffold-ma1",36000000,0.540172577247902,0.26758527364578,0.192242149106318,0.540172577247902,0.807757850893682,1
"74","scaffold-ma1",36500000,0.397125523680977,0.261415180723887,0.341459295595135,0.397125523680977,0.658540704404865,1
"75","scaffold-ma1",37000000,0.357752759218317,0.431811152178599,0.210436088603083,0.357752759218317,0.789563911396917,1
"76","scaffold-ma1",37500000,0.879194744195041,0,0.120805255804959,0.879194744195041,0.879194744195041,1
"77","scaffold-ma1",38000000,0.934625720257244,0.00963247461034533,0.0557418051324103,0.934625720257244,0.94425819486759,1
"78","scaffold-ma1",38500000,0.0630278088084528,0.659716466347482,0.277255724844065,0.0630278088084528,0.722744275155935,1
"79","scaffold-ma1",39000000,0.787066251079128,0.0480963807113567,0.164837368209516,0.787066251079128,0.835162631790484,1
"80","scaffold-ma1",39500000,0.586795803978818,0.203928719718736,0.209275476302447,0.586795803978818,0.790724523697554,1
"81","scaffold-ma1",40000000,0.723149919451077,0.0195880241808233,0.257262056368099,0.723149919451077,0.742737943631901,1
"82","scaffold-ma1",40500000,0.801470879306766,0.112725867350722,0.0858032533425126,0.801470879306766,0.914196746657487,1
"83","scaffold-ma1",41000000,0.619622421865013,0.0900121823211998,0.290365395813787,0.619622421865013,0.709634604186213,1
"84","scaffold-ma1",41500000,0.483629964606479,0.191649087949209,0.324720947444312,0.483629964606479,0.675279052555688,1
"85","scaffold-ma1",42000000,0.793324161595481,0.12923586084763,0.077439977556889,0.793324161595481,0.922560022443111,1
"86","scaffold-ma1",42500000,0.483065842878874,0.174607770666765,0.342326386454362,0.483065842878874,0.657673613545638,1
"87","scaffold-ma1",43000000,0.571641513868669,0.203546698806655,0.224811787324676,0.571641513868669,0.775188212675324,1
"88","scaffold-ma1",43500000,0.804839677875097,0.0022298078006713,0.192930514324231,0.804839677875097,0.807069485675769,1
"89","scaffold-ma1",44000000,0.846378277781566,0.0635041355185137,0.0901175866999199,0.846378277781566,0.90988241330008,1
"90","scaffold-ma1",44500000,0.74343762543628,0.221075225475742,0.0354871490879777,0.74343762543628,0.964512850912022,1
"91","scaffold-ma1",45000000,0.407741710220566,0.0727203986179424,0.519537891161491,0.407741710220566,0.480462108838509,1
"92","scaffold-ma1",45500000,0.531807784818147,0.352768892066842,0.11542332311501,0.531807784818147,0.88457667688499,1
"93","scaffold-ma1",46000000,0.857491393242054,0.0669595017012959,0.0755491050566499,0.857491393242054,0.92445089494335,1
"94","scaffold-ma1",46500000,0.828956273604466,0.0816840282363845,0.0893596981591498,0.828956273604466,0.91064030184085,1
"95","scaffold-ma1",47000000,0.808779001854848,0,0.191220998145152,0.808779001854848,0.808779001854848,1
"96","scaffold-ma1",47500000,0.802159279125593,0.125643526884997,0.0721971939894105,0.802159279125593,0.92780280601059,1
"97","scaffold-ma1",48000000,0.791024286676361,0.0908354091056794,0.11814030421796,0.791024286676361,0.88185969578204,1
"98","scaffold-ma1",48500000,0.609771158087864,0.253444372592633,0.136784469319503,0.609771158087864,0.863215530680497,1
"99","scaffold-ma1",49000000,0.782571217340396,0.0805449211493465,0.136883861510258,0.782571217340396,0.863116138489742,1
"100","scaffold-ma1",49500000,0.859184853335263,0.00878973538286195,0.132025411281875,0.859184853335263,0.867974588718125,1
"101","scaffold-ma1",50000000,0.804715081530645,0.160884622940303,0.0344002955290525,0.804715081530645,0.965599704470948,1
"102","scaffold-ma1",50500000,0.857256596213249,0.00577289793466788,0.136970505852083,0.857256596213249,0.863029494147917,1
"103","scaffold-ma1",51000000,0.764867077482897,0.00674805680768858,0.228384865709414,0.764867077482897,0.771615134290586,1
"104","scaffold-ma1",51500000,0.58628449076502,0.331878426476381,0.0818370827585993,0.58628449076502,0.918162917241401,1
"105","scaffold-ma1",52000000,0.845556723456985,0.0206658496913244,0.13377742685169,0.845556723456985,0.86622257314831,1
"106","scaffold-ma1",52500000,0.638260651442177,0.14807950746731,0.213659841090513,0.638260651442177,0.786340158909487,1
"107","scaffold-ma1",53000000,0.385172054025171,0.324206147562305,0.290621798412524,0.385172054025171,0.709378201587476,1
"108","scaffold-ma1",53500000,0.366345869207751,0.327253782294873,0.306400348497377,0.366345869207751,0.693599651502623,1
"109","scaffold-ma1",54000000,0.640229712542731,0.0780452142432739,0.281725073213995,0.640229712542731,0.718274926786005,1
"110","scaffold-ma1",54500000,0.448744354853404,0.0983364826221869,0.45291916252441,0.448744354853404,0.54708083747559,1
"111","scaffold-ma1",55000000,0.309781590024324,0.268793644558074,0.421424765417602,0.309781590024324,0.578575234582398,1
"112","scaffold-ma1",55500000,0.51828059842763,0.269853764548531,0.211865637023839,0.51828059842763,0.788134362976161,1
"113","scaffold-ma1",56000000,0.403122922719545,0.251983226564916,0.34489385071554,0.403122922719545,0.65510614928446,1
"114","scaffold-ma1",56500000,0.345903490315302,0.315144070625859,0.338952439058839,0.345903490315302,0.661047560941161,1
"115","scaffold-ma1",57000000,0.685848092453044,0.110534235697198,0.203617671849758,0.685848092453044,0.796382328150242,1
"116","scaffold-ma1",57500000,0.46322408464404,0.104318837012621,0.432457078343339,0.46322408464404,0.567542921656661,1
"117","scaffold-ma1",58000000,0.803830605441765,0.0547847633033961,0.141384631254839,0.803830605441765,0.858615368745161,1
"118","scaffold-ma1",58500000,0.606910916355558,0.137152117843817,0.255936965800625,0.606910916355558,0.744063034199375,1
"119","scaffold-ma1",59000000,0.658640485666442,0.0904150354299487,0.250944478903609,0.658640485666442,0.749055521096391,1
"120","scaffold-ma1",59500000,0.59041612100274,0.241699091452125,0.167884787545135,0.59041612100274,0.832115212454865,1
"121","scaffold-ma1",60000000,0.457902149921976,0.220712441240648,0.321385408837377,0.457902149921976,0.678614591162623,1
"122","scaffold-ma1",60500000,0.626773703029662,0.146935026204738,0.2262912707656,0.626773703029662,0.7737087292344,1
"123","scaffold-ma1",61000000,0.76191110344802,0.168649020249725,0.0694398763022542,0.76191110344802,0.930560123697746,1
"124","scaffold-ma1",61500000,0.833888605000563,0.110071502318423,0.0560398926810139,0.833888605000563,0.943960107318986,1
"125","scaffold-ma1",62000000,0.484710903804611,0.185495154536421,0.329793941658968,0.484710903804611,0.670206058341032,1
"126","scaffold-ma1",62500000,0.494508782215446,0.205040642536437,0.300450575248117,0.494508782215446,0.699549424751883,1
"127","scaffold-ma1",63000000,0.559045134102675,0.208440718470503,0.232514147426822,0.559045134102675,0.767485852573178,1
"128","scaffold-ma1",63500000,0.715333039473787,0.0913476409684391,0.193319319557774,0.715333039473787,0.806680680442226,1
"129","scaffold-ma1",64000000,0.678148867618328,0.159470687448122,0.16238044493355,0.678148867618328,0.83761955506645,1
"130","scaffold-ma1",64500000,0.736027003906662,0.114228172475284,0.149744823618054,0.736027003906662,0.850255176381946,1
"131","scaffold-ma1",65000000,0.734680482492087,0.0368093245694801,0.228510192938433,0.734680482492087,0.771489807061567,1
"132","scaffold-ma1",65500000,0.668321469766546,0.238669968615637,0.0930085616178165,0.668321469766546,0.906991438382184,1
"133","scaffold-ma1",66000000,0.384111702173668,0.134807448856732,0.4810808489696,0.384111702173668,0.5189191510304,1
"134","scaffold-ma1",66500000,0.552324415035352,0.217346048064425,0.230329536900223,0.552324415035352,0.769670463099777,1
"135","scaffold-ma1",67000000,0.610818637319063,0.120318712671434,0.268862650009503,0.610818637319063,0.731137349990497,1
"136","scaffold-ma1",67500000,0.793073850644268,0.0382966290926891,0.168629520263043,0.793073850644268,0.831370479736957,1
"137","scaffold-ma1",68000000,0.576080571145723,0.00423070158939908,0.419688727264878,0.576080571145723,0.580311272735122,1
"138","scaffold-ma1",68500000,0.391763880081332,0.444966546832305,0.163269573086363,0.391763880081332,0.836730426913637,1
